CHR	BP	end	CF
1	4487400	4487500	2.6847187153084
1	4487500	4487600	6.711796788271
1	4580800	4580900	2.6847187153084
1	4582500	4582600	2.6847187153084
1	4582800	4582900	2.6847187153084
1	4583300	4583400	3.57962495374453
1	4583400	4583500	2.6847187153084
1	4583600	4583700	3.57962495374453
1	4583700	4583800	2.6847187153084
1	4595600	4595700	2.6847187153084
1	4595800	4595900	2.6847187153084
1	4652100	4652200	2.6847187153084
1	4652200	4652300	6.26434366905293
1	4652300	4652400	2.6847187153084
1	4652400	4652500	3.13217183452647
1	4652500	4652600	2.23726559609033
1	4652600	4652700	2.23726559609033
1	4652800	4652900	3.13217183452647
1	4652900	4653000	4.0270780729626
1	4653000	4653100	3.13217183452647
1	4653100	4653200	2.23726559609033
1	4656400	4656500	2.6847187153084
1	4656500	4656600	3.57962495374453
1	4656600	4656700	2.6847187153084
1	4659000	4659100	2.6847187153084
1	4683000	4683100	2.23726559609033
1	4683100	4683200	2.6847187153084
1	4683800	4683900	2.6847187153084
1	4683900	4684000	2.6847187153084
1	4684000	4684100	2.6847187153084
1	4685000	4685100	2.23726559609033
1	4685200	4685300	2.6847187153084
1	4685300	4685400	4.92198431139873
1	4706800	4706900	2.6847187153084
1	4708400	4708500	3.57962495374453
1	4748100	4748200	5.3694374306168
1	4748200	4748300	2.6847187153084
1	4769700	4769800	4.47453119218067
1	4769900	4770000	3.13217183452647
1	4770000	4770100	3.57962495374453
1	4770300	4770400	5.3694374306168
1	4770400	4770500	7.15924990748907
1	4770500	4770600	3.57962495374453
1	4770600	4770700	6.26434366905293
1	4770700	4770800	5.3694374306168
1	4770800	4770900	4.47453119218067
1	4785100	4785200	6.26434366905293
1	4785200	4785300	2.6847187153084
1	4785300	4785400	2.23726559609033
1	4786700	4786800	2.6847187153084
1	4787500	4787600	2.23726559609033
1	4835400	4835500	2.23726559609033
1	4835500	4835600	2.23726559609033
1	4846600	4846700	7.15924990748907
1	4846700	4846800	6.26434366905293
1	4872000	4872100	2.6847187153084
1	4872100	4872200	4.0270780729626
1	4872500	4872600	2.6847187153084
1	4872600	4872700	3.57962495374453
1	5058200	5058300	2.6847187153084
1	5083500	5083600	3.57962495374453
1	5098800	5098900	2.23726559609033
1	5099000	5099100	4.47453119218067
1	5099100	5099200	4.92198431139873
1	5100500	5100600	2.6847187153084
1	5100600	5100700	2.6847187153084
1	5129800	5129900	2.6847187153084
1	5130300	5130400	2.6847187153084
1	5194200	5194300	7.15924990748907
1	5194300	5194400	4.47453119218067
1	5194400	5194500	2.23726559609033
1	5194600	5194700	2.6847187153084
1	5194700	5194800	2.6847187153084
1	5197900	5198000	2.6847187153084
1	5198000	5198100	3.57962495374453
1	5198100	5198200	3.57962495374453
1	5276000	5276100	3.57962495374453
1	5276100	5276200	2.6847187153084
1	5289600	5289700	2.6847187153084
1	5353300	5353400	2.6847187153084
1	5353400	5353500	3.13217183452647
1	5353500	5353600	6.26434366905293
1	5353600	5353700	5.3694374306168
1	5353700	5353800	2.23726559609033
1	5357500	5357600	3.57962495374453
1	5372800	5372900	2.23726559609033
1	5372900	5373000	3.57962495374453
1	5422600	5422700	2.23726559609033
1	5422700	5422800	2.23726559609033
1	5422900	5423000	2.6847187153084
1	5436500	5436600	2.6847187153084
1	5438100	5438200	2.6847187153084
1	5634500	5634600	2.23726559609033
1	5635100	5635200	2.6847187153084
1	5635200	5635300	2.6847187153084
1	5635300	5635400	2.6847187153084
1	5635400	5635500	3.57962495374453
1	5637900	5638000	3.57962495374453
1	5638000	5638100	3.57962495374453
1	5638100	5638200	6.26434366905293
1	5657200	5657300	6.26434366905293
1	5657300	5657400	6.711796788271
1	5657400	5657500	4.0270780729626
1	5657500	5657600	3.57962495374453
1	5657600	5657700	3.57962495374453
1	5679300	5679400	5.81689054983487
1	5679400	5679500	5.81689054983487
1	5679500	5679600	2.23726559609033
1	5679600	5679700	2.6847187153084
1	5679700	5679800	4.0270780729626
1	5679800	5679900	3.13217183452647
1	5679900	5680000	3.13217183452647
1	5680000	5680100	3.57962495374453
1	5680100	5680200	3.57962495374453
1	5680200	5680300	3.57962495374453
1	5680300	5680400	2.6847187153084
1	5680400	5680500	2.6847187153084
1	5680500	5680600	2.6847187153084
1	5680700	5680800	2.23726559609033
1	5680800	5680900	3.13217183452647
1	5680900	5681000	4.0270780729626
1	5681000	5681100	2.23726559609033
1	5681600	5681700	3.13217183452647
1	5681700	5681800	2.23726559609033
1	5691800	5691900	2.23726559609033
1	5694300	5694400	2.6847187153084
1	5694400	5694500	2.6847187153084
1	5694500	5694600	2.6847187153084
1	5695400	5695500	2.6847187153084
1	5696300	5696400	3.13217183452647
1	5696400	5696500	4.0270780729626
1	5696500	5696600	4.0270780729626
1	5797300	5797400	2.23726559609033
1	5819600	5819700	2.6847187153084
1	5863200	5863300	4.47453119218067
1	5863300	5863400	5.3694374306168
1	5863400	5863500	3.13217183452647
1	5863500	5863600	6.711796788271
1	5898800	5898900	2.6847187153084
1	5899100	5899200	3.13217183452647
1	5899200	5899300	4.0270780729626
1	5899300	5899400	3.57962495374453
1	5911700	5911800	2.23726559609033
1	5911800	5911900	2.6847187153084
1	5912000	5912100	3.57962495374453
1	5912700	5912800	2.6847187153084
1	5914300	5914400	2.6847187153084
1	5914400	5914500	2.6847187153084
1	5958600	5958700	3.57962495374453
1	5958700	5958800	5.81689054983487
1	5958800	5958900	5.81689054983487
1	5958900	5959000	3.13217183452647
1	5959000	5959100	2.23726559609033
1	5959100	5959200	2.23726559609033
1	5965400	5965500	2.6847187153084
1	5965500	5965600	2.6847187153084
1	6009800	6009900	2.6847187153084
1	6009900	6010000	2.6847187153084
1	6011700	6011800	2.6847187153084
1	6011800	6011900	4.0270780729626
1	6011900	6012000	2.6847187153084
1	6074500	6074600	2.6847187153084
1	6102600	6102700	2.23726559609033
1	6120100	6120200	2.23726559609033
1	6156700	6156800	2.6847187153084
1	6156900	6157000	4.92198431139873
1	6157000	6157100	4.47453119218067
1	6157200	6157300	6.711796788271
1	6157300	6157400	8.94906238436134
1	6157400	6157500	7.60670302670713
1	6157500	6157600	3.13217183452647
1	6157900	6158000	2.6847187153084
1	6196200	6196300	2.6847187153084
1	6196300	6196400	2.6847187153084
1	6211800	6211900	2.23726559609033
1	6211900	6212000	2.6847187153084
1	6218500	6218600	2.6847187153084
1	6218600	6218700	2.6847187153084
1	6218700	6218800	2.6847187153084
1	6218800	6218900	4.0270780729626
1	6218900	6219000	4.0270780729626
1	6219000	6219100	3.13217183452647
1	6233400	6233500	2.23726559609033
1	6233500	6233600	2.6847187153084
1	6233600	6233700	3.57962495374453
1	6233800	6233900	2.23726559609033
1	6234600	6234700	2.6847187153084
1	6273800	6273900	4.0270780729626
1	6273900	6274000	3.57962495374453
1	6274000	6274100	2.6847187153084
1	6274100	6274200	2.6847187153084
1	6274200	6274300	2.6847187153084
1	6274700	6274800	2.23726559609033
1	6275200	6275300	2.6847187153084
1	6275300	6275400	2.6847187153084
1	6275400	6275500	2.6847187153084
1	6275500	6275600	2.6847187153084
1	6275900	6276000	3.57962495374453
1	6276000	6276100	2.6847187153084
1	6302600	6302700	2.23726559609033
1	6302700	6302800	5.3694374306168
1	6302800	6302900	8.0541561459252
1	6302900	6303000	8.94906238436134
1	6303000	6303100	4.0270780729626
1	6303100	6303200	2.6847187153084
1	6314600	6314700	2.6847187153084
1	6314700	6314800	3.57962495374453
1	6380300	6380400	3.57962495374453
1	6380400	6380500	4.47453119218067
1	6380600	6380700	2.23726559609033
1	6381100	6381200	2.6847187153084
1	6402700	6402800	3.57962495374453
1	6402800	6402900	5.3694374306168
1	6402900	6403000	2.6847187153084
1	6403200	6403300	2.6847187153084
1	6403300	6403400	2.6847187153084
1	6403600	6403700	3.57962495374453
1	6403700	6403800	3.57962495374453
1	6403800	6403900	2.6847187153084
1	6404000	6404100	3.57962495374453
1	6404100	6404200	3.57962495374453
1	6404500	6404600	2.6847187153084
1	6429600	6429700	2.6847187153084
1	6429700	6429800	4.47453119218067
1	6429800	6429900	2.6847187153084
1	6449800	6449900	4.0270780729626
1	6449900	6450000	4.0270780729626
1	6456000	6456100	3.13217183452647
1	6478100	6478200	2.6847187153084
1	6478200	6478300	2.6847187153084
1	6478300	6478400	4.47453119218067
1	6478400	6478500	3.57962495374453
1	6483800	6483900	3.13217183452647
1	6483900	6484000	4.47453119218067
1	6484000	6484100	5.81689054983487
1	6484100	6484200	3.57962495374453
1	6515000	6515100	2.6847187153084
1	6515400	6515500	2.6847187153084
1	6539800	6539900	2.6847187153084
1	6540100	6540200	2.6847187153084
1	6540200	6540300	3.57962495374453
1	6540300	6540400	3.57962495374453
1	6541000	6541100	4.0270780729626
1	6541100	6541200	3.57962495374453
1	6541300	6541400	2.6847187153084
1	6541400	6541500	2.6847187153084
1	6541900	6542000	2.23726559609033
1	6542100	6542200	2.6847187153084
1	6542200	6542300	2.23726559609033
1	6542600	6542700	3.57962495374453
1	6542700	6542800	4.92198431139873
1	6542800	6542900	4.0270780729626
1	6542900	6543000	5.3694374306168
1	6543000	6543100	4.0270780729626
1	6543400	6543500	2.6847187153084
1	6572700	6572800	2.23726559609033
1	6572800	6572900	3.57962495374453
1	6572900	6573000	3.13217183452647
1	6573000	6573100	3.57962495374453
1	6573400	6573500	2.6847187153084
1	6573600	6573700	2.6847187153084
1	6573700	6573800	4.0270780729626
1	6573800	6573900	3.57962495374453
1	6574000	6574100	3.13217183452647
1	6574100	6574200	2.6847187153084
1	6587000	6587100	2.6847187153084
1	6626500	6626600	2.6847187153084
1	6630200	6630300	2.6847187153084
1	6630300	6630400	2.6847187153084
1	6661800	6661900	2.6847187153084
1	6704200	6704300	2.23726559609033
1	6704300	6704400	4.47453119218067
1	6704400	6704500	4.47453119218067
1	6704500	6704600	4.0270780729626
1	6704600	6704700	3.13217183452647
1	6706900	6707000	2.23726559609033
1	6707100	6707200	2.23726559609033
1	6707200	6707300	2.6847187153084
1	6707300	6707400	2.6847187153084
1	6707400	6707500	2.23726559609033
1	6707500	6707600	2.6847187153084
1	6707700	6707800	2.23726559609033
1	6708300	6708400	2.6847187153084
1	6708400	6708500	3.57962495374453
1	6708700	6708800	2.23726559609033
1	6708800	6708900	2.6847187153084
1	6709000	6709100	2.23726559609033
1	6719700	6719800	2.23726559609033
1	6720300	6720400	2.23726559609033
1	6720400	6720500	2.23726559609033
1	6720500	6720600	2.6847187153084
1	6720600	6720700	4.47453119218067
1	6720700	6720800	2.6847187153084
1	6735200	6735300	2.6847187153084
1	6735500	6735600	2.6847187153084
1	6736600	6736700	3.13217183452647
1	6736700	6736800	3.57962495374453
1	6736800	6736900	6.26434366905293
1	6736900	6737000	8.94906238436134
1	6737000	6737100	4.0270780729626
1	6737400	6737500	3.13217183452647
1	6737700	6737800	3.57962495374453
1	6742900	6743000	4.0270780729626
1	6759000	6759100	2.6847187153084
1	6759100	6759200	2.6847187153084
1	6759700	6759800	3.57962495374453
1	6759800	6759900	4.0270780729626
1	6768300	6768400	2.6847187153084
1	6778600	6778700	3.13217183452647
1	6778700	6778800	2.23726559609033
1	6789900	6790000	2.6847187153084
1	6790000	6790100	2.6847187153084
1	6842700	6842800	3.13217183452647
1	6842800	6842900	4.92198431139873
1	6842900	6843000	2.23726559609033
1	6843100	6843200	3.57962495374453
1	6910300	6910400	2.6847187153084
1	6947200	6947300	2.6847187153084
1	6947300	6947400	2.23726559609033
1	6947400	6947500	4.47453119218067
1	6947500	6947600	5.3694374306168
1	7013300	7013400	2.6847187153084
1	7013400	7013500	3.57962495374453
1	7013800	7013900	2.6847187153084
1	7025200	7025300	2.23726559609033
1	7034800	7034900	2.6847187153084
1	7035100	7035200	2.6847187153084
1	7035200	7035300	2.6847187153084
1	7037300	7037400	2.6847187153084
1	7068600	7068700	2.23726559609033
1	7069000	7069100	2.6847187153084
1	7069100	7069200	2.6847187153084
1	7069500	7069600	2.6847187153084
1	7069600	7069700	3.57962495374453
1	7070300	7070400	2.6847187153084
1	7070400	7070500	2.6847187153084
1	7070800	7070900	2.23726559609033
1	7070900	7071000	2.6847187153084
1	7071000	7071100	3.57962495374453
1	7071100	7071200	2.6847187153084
1	7152100	7152200	2.23726559609033
1	7152200	7152300	4.0270780729626
1	7152300	7152400	4.0270780729626
1	7173900	7174000	4.0270780729626
1	7174000	7174100	2.23726559609033
1	7174400	7174500	2.6847187153084
1	7255200	7255300	5.81689054983487
1	7255300	7255400	7.15924990748907
1	7255400	7255500	7.15924990748907
1	7255500	7255600	4.47453119218067
1	7255800	7255900	4.47453119218067
1	7256100	7256200	8.50160926514327
1	7256200	7256300	5.3694374306168
1	7256300	7256400	3.13217183452647
1	7256800	7256900	5.3694374306168
1	7256900	7257000	5.81689054983487
1	7257000	7257100	4.92198431139873
1	7257100	7257200	4.47453119218067
1	7257200	7257300	3.57962495374453
1	7283600	7283700	3.57962495374453
1	7283700	7283800	3.57962495374453
1	7285400	7285500	2.6847187153084
1	7323400	7323500	3.57962495374453
1	7352900	7353000	3.57962495374453
1	7354100	7354200	3.13217183452647
1	7354200	7354300	2.23726559609033
1	7354300	7354400	2.23726559609033
1	7355000	7355100	3.13217183452647
1	7355100	7355200	6.26434366905293
1	7355200	7355300	5.3694374306168
1	7355300	7355400	5.81689054983487
1	7355400	7355500	3.57962495374453
1	7355600	7355700	5.3694374306168
1	7355700	7355800	5.81689054983487
1	7355800	7355900	5.81689054983487
1	7355900	7356000	7.60670302670713
1	7356000	7356100	5.3694374306168
1	7356100	7356200	4.92198431139873
1	7356200	7356300	6.26434366905293
1	7356300	7356400	5.81689054983487
1	7356400	7356500	2.23726559609033
1	7356700	7356800	2.6847187153084
1	7356800	7356900	2.6847187153084
1	7356900	7357000	3.13217183452647
1	7357000	7357100	2.6847187153084
1	7357100	7357200	8.50160926514327
1	7357400	7357500	8.50160926514327
1	7357500	7357600	8.50160926514327
1	7357600	7357700	5.81689054983487
1	7358600	7358700	2.6847187153084
1	7358700	7358800	2.6847187153084
1	7358900	7359000	2.6847187153084
1	7359100	7359200	2.23726559609033
1	7359200	7359300	2.23726559609033
1	7359300	7359400	2.6847187153084
1	7359400	7359500	4.0270780729626
1	7359500	7359600	2.6847187153084
1	7359600	7359700	2.6847187153084
1	7359700	7359800	3.57962495374453
1	7359800	7359900	4.92198431139873
1	7359900	7360000	4.0270780729626
1	7360000	7360100	3.13217183452647
1	7360100	7360200	4.47453119218067
1	7360200	7360300	5.81689054983487
1	7360300	7360400	5.81689054983487
1	7360400	7360500	4.47453119218067
1	7360500	7360600	3.13217183452647
1	7360600	7360700	2.6847187153084
1	7360700	7360800	2.6847187153084
1	7360800	7360900	2.6847187153084
1	7360900	7361000	4.47453119218067
1	7361000	7361100	5.3694374306168
1	7361100	7361200	6.26434366905293
1	7361200	7361300	2.6847187153084
1	7361600	7361700	4.0270780729626
1	7361700	7361800	2.6847187153084
1	7361800	7361900	4.92198431139873
1	7361900	7362000	4.47453119218067
1	7362000	7362100	5.3694374306168
1	7362100	7362200	4.0270780729626
1	7362200	7362300	3.13217183452647
1	7362300	7362400	2.23726559609033
1	7362400	7362500	3.13217183452647
1	7362500	7362600	3.57962495374453
1	7362600	7362700	4.0270780729626
1	7362700	7362800	6.26434366905293
1	7362800	7362900	4.47453119218067
1	7363300	7363400	2.6847187153084
1	7363700	7363800	2.23726559609033
1	7363800	7363900	4.47453119218067
1	7363900	7364000	6.711796788271
1	7364000	7364100	8.50160926514327
